topic_no	topic_zeta	topic_words	interpretable?_BC	category_BC	interpretable?_JR	category_JR	interpretable?_LV	category_LV	interpretable?_phi4	category_phi4
523	4.45460441298248e-06	[farnsworth, blaney, fairfield, chick, hamilton, reypen, billee, little billee, hartleys, lovely]								
427	3.31306555256046e-06	[hirst, vere, ridley, steel, venables, flushing, husband, happiness, hewet, people]								
87	-1.24453764359369e-05	[ye, dermod, hooper, inspector, alsop, slim, ewen, woman, beansho, morrison]								
421	-1.34753642676532e-05	[welwyn, tilly, dicky, carmyle, stillbottle, mainwaring, enquired, grandma, milroy, pumpherston]								
324	-1.34753642676532e-05	[forbes, finch, hephzibah, diggs, hephzibah diggs, phemie, doolittle, merceron, marland, letter]								
99	-2.37492140114518e-05	[face, ducie, hand, eyes, arm, master, fool, word, turned, rage]								
461	-3.02637940878668e-05	[theobald, barold, burmistone, slowbridge, bassett, eulogia, ladyship, poppleton, burnham, grandmamma]								
490	-3.14053329482889e-05	[copeland, binhart, ottenheim, doctor west, westville, chair, boy, figure, brown, _salon_]								
174	-3.71130272503991e-05	[tea, cup, coffee, table, cup tea, sugar, meyfield, pooker, eat, hot]								
595	-4.2597619495098e-05	[giles, maman, toppie, ware, sir giles, _place_, felt, giles spoke, andré, cannes]								
612	-4.2597619495098e-05	[sir hervey, hervey, unwin, pogram, lakeman, chalkhill, winthrop, watkyns, coke, sir]								
513	-4.81937627685025e-05	[horatio, sybert, currier, hortie, eleazer, borden, vont, pash, jewels, sheriff]								
197	-5.04768404893468e-05	[verny, furley, travers, winthrop, ritherdon, abbeway, fenn, stenson, waring, town hall]								
610	-5.37899060419071e-05	[pauly, dr lorry, st, chichester, lorry, lisle, sir algernon, vicar, algernon, seaton]								
452	-5.37899060419071e-05	[bowen, colville, veglione, wish, girl, going bowen, carnival, amsden, palazzo pinti, pinti]								
549	-5.93860493153117e-05	[hogarth, loveday, frankl, hara, colmoor, warder, quilter beckett, westring, quilter, beech]								
335	-6.16691270361557e-05	[franks, aylmer, _argonaut_, manuscript, story, franka, girl, write, read, keys]								
73	-8.86198555714621e-05	[kells, cleve, gulden, pearce, bandit, gold, bate, camp, cabin, blicky]								
161	-8.97613944318841e-05	[heart, woman, life, loved, dance, fanning, knew, girl, felt, mother]								
422	-9.52459866765831e-05	[containing, tricks, illustrated, containing full, book, fully illustrated, full directions, little book, full instructions, complete]								
619	-0.0001008421	[mcnamara, whitefield, glenister, fownes, wheaton, sheriff, jenney, stillman, governor, churchill]								
496	-0.0001075798	[rope, haverly, end rope, chenobi, edge, ledge, end, weight, feet, bludsoe]								
638	-0.0001176306	[bowring, johnstone, fan, caiwarn, mother, santon, crosby, maraquito, amalfi, liked]								
182	-0.0001187721	[gray, wusun, wu, delabar, wu fang, fang chien, wu fang chien, fang, chien, gela]								
262	-0.0001199136	[sartwell, gibbons, marsten, strike, union, braunt, men, maraton, manager, committee]								
533	-0.0001232267	[katrine, dermott, ravenel, mcdermott, dulany, dermott mcdermott, de nemours, nemours, madame de nemours, rensselaer]								
640	-0.0001232267	[winn, hutton, rockhaven, violin, ye, alhambra, island, norbith, winn hardy, stage]								
139	-0.0001233383	[cards, game, hough, gambler, gambling, durade, glenister, bet, neale, card]								
187	-0.0001478944	[penniman, townsend, sloper, almond, aunt, dr sloper, father, doctor, niece, washington square]								
428	-0.000152349	[philippa, lessingham, griffiths, captain griffiths, cranston, felstead, hayter, dreymarsh, maderstrom, begged]								
547	-0.0001534905	[rosevelt, satchell, mistress satchell, sherbrooke, gladstone, prelice, mistress, rover, beauty, brilliana]								
536	-0.0001579451	[nattie, quimby, cyn, clem, kling, magee, stanwood, wire, simonson, archer]								
505	-0.0001646828	[hapley, pawkins, moth, insect, pawkins pawkins, strange moth, butterfly, microscope, vicar, table cloth]								
292	-0.0001681074	[heredith, room, dining, hall, table, dining room, guests, chairs, tea, tables]								
249	-0.0001826128	[devine, saxton, allonby, trifle, dollars, dayspring, ranch, drily, canopus, quite]								
413	-0.0001882089	[frink, ogden, lumbard, grimshaw, adèle, farrandale, grandpa, stanwood, colonel, ally]								
508	-0.0001926635	[haarland, marconi, jones, cavallo, planet, ship, halsey planet, joneses, longliner, halsey]								
246	-0.0002039673	[sleep, darkness, soames, haendl, bed, asleep, sound, lay, light, muldoon]								
395	-0.0002049973	[warne, jimps, channing, father davy, davy, father, crofton, boarder, guest, village]								
608	-0.0002049973	[nanny, babbie, egyptian, gypsy, dishart, minister, thrums, lassie, th, ay]								
328	-0.0002061389	[upton, mehitable, whipp, carder, whitcomb, mehit, girl, mother, keefe, returned]								
283	-0.000211735	[natachee, indian, edwards, sonora, lizard, mexican, pardners, cañon, outlaw, selby]								
526	-0.0002161896	[macwilliams, langham, kirkland, burke, mines, clayte, olancho, palms, alvarez, weimer]								
580	-0.0002273819	[roderic, beven, porto, san, spanish, yankee, captain beven, porfidio, plaza, spanish soldiers]								
318	-0.0002285234	[aylmer, keys, sharston, sukey, aylmer court, franks, little mummy, court school, girl, mother]								
236	-0.000229665	[hyde, rem, arenta, joris, ariens, moran, heemskirk, jacobus, mother, macintosh]								
76	-0.0002398273	[vaux, adrea, de vaux, dmitry, ravenel, fez, cottrell, beecot, paulet, lucerne]								
551	-0.0002453119	[hatherly, gascoyne, _estremedura_, macallister, las palmas, palmas, africa, las, brown, trifle]								
468	-0.0002453119	[finnerty, sahib, swinton, moti, tiger, banjara, mahadua, elephant, jungle, bahadar]								
575	-0.0002453119	[calhoun, texas, polk, oregon, pakenham, zandt, england, mexico, ritz, war]								
581	-0.000250908	[sajipona, raoul, narva, leighton, cave, bogota, herran, quayle, palace, shei]								
617	-0.000250908	[amory, connage, mellicent, yellowsands, vewy, starbright, gillespie, kiss, saville, dawson ryder]								
434	-0.0002520495	[cortlandt, runnels, panama, locke, alfarez, colonel jolson, jolson, garavel, colon, cortlandts]								
244	-0.0002520495	[hale, judd, tolliver, bub, lonesome cove, red fox, lonesome, hon, mountaineer, thar]								
464	-0.0002565042	[brilliana, halfman, evander, blaise, sir blaise, harby, master hungerford, hungerford, master, puritan]								
412	-0.0002576457	[school, radway, harrington, lib, bible, aunt, meadow, church, bible school, superintendent]								
188	-0.0002599288	[barn, hollister, car, mother, old barn, watson, school, hollisters, glenside, winthrop]								
270	-0.0002643834	[garratt, lakeman, hunstan, carringford, farley, towsey, mother, farm, darsie, chidhurst]								
585	-0.0002744341	[leighton, brux, cellette, lne, derl, lew, gosling, nelton, tuck, boy leighton]								
445	-0.0002744341	[reynolds, sconda, curly, big draw, klota, samson, daddy, indian, frontier samson, grizzly]								
594	-0.0002800303	[bowen, tanagra, galvin, galvin house, peel, triggs, bonsor, wangle, lord bowen, meyfield]								
639	-0.0002856264	[maguire, stirling, catlin, costell, convention, delegates, chairman, vote, blunkers, caggs]								
609	-0.0002856264	[sihamba, swallow, sigwe, zinti, piet, swart piet, bull head, swart, kaffir, umpondwana]								
650	-0.0002856264	[gardiner, wilde, doctor gardiner, rogers, basket maker, moore, doctor, old basket maker, old basket, girl]								
392	-0.0002979602	[kane, cincinnati, chicago, brien, married, social, stendahl, business, dodge, gerhardt]								
601	-0.0003035564	[walthew, gomez, grahame, cliffe, sarmiento, rio frio, frio, castillo, señor, president]								
275	-0.0003035564	[maskull, krag, nightspore, corpang, haunte, oceaxe, sullenbode, joiwind, tydomin, panawe]								
226	-0.0003058395	[richmond, hanky, vanderkief, father, mother, boller, daughter, macallister, girl, dear]								
123	-0.0003114356	[beppo, popeau, aunt cosy, polda, la solitude, cosy, countess, fairfield, solitude, beppo polda]								
620	-0.0003147487	[de rothan, rothan, nance, durrell, benham, de, stook, stonehanger, chevalier, mees]								
529	-0.0003147487	[miela, anina, mercer, tao, baar, lua, city, lone city, light country, water city]								
389	-0.0003203448	[jak, carver, pop, mom, boys, ship, control room, controls, mother, fuel]								
567	-0.0003203448	[torn, montfort, de montfort, outlaw, shandy, bertrade, bertrade de montfort, bertrade de, castle, de]								
574	-0.0003203448	[robot, 2615, pwowp, robots, humans, vilbis, freighter, metal fingers, metal, ship]								
512	-0.0003226279	[cyn, dish, la fleur, fleur, cook, dinner, potatoes, chicken, nattie, costanza]								
506	-0.0003270825	[pikey, girlie, cass, montagu, jupp, trenchard simpson, trenchard, montagu jupp, minever, clavering park]								
527	-0.000328224	[uncle, jervas, aunt, uncle jervas, peregrine, grandmother, exclaimed aunt, nephew, dear aunt, dear]								
205	-0.000328224	[beatrix, larpent, keene, vanderdyke, honoria, _galatea_, aunt honoria, brownie, fraser, yacht]								
509	-0.0003326786	[tregenna, langney, parson, parson langney, smugglers, tis, brigadier, nay, parsonage, sir]								
37	-0.0003350733	[jem, sunnie, trevelyan, sybella, fergusson, dr fergusson, devereux, cure, villiers, briggerland]								
631	-0.0003382748	[beatrix, ritherdon, desolada, zara, carmaux, spranger, madame carmaux, belize, morello, ortonello]								
563	-0.0003438709	[miralda, barosa, sampayo, donnington, vasco, volheno, _stella_, _rampallo_, dagara, dr barosa]								
171	-0.000346154	[cattle, herd, range, ranch, trail, beaver, beeves, herds, foreman, sargent]								
615	-0.0003494671	[gresham, gamble, loring, collaton, washer, ersten, dollars, slosher, wobbles, terminal]								
596	-0.0003494671	[scriven, apperception, oona, cells, cortex, apperception center, semper, glideways, cephalon, gland]								
569	-0.0003494671	[rainey, lund, carlsen, tamada, simms, hansen, skipper, _karluk_, hunters, yore]								
499	-0.0003562047	[florent, quenu, la normande, normande, saget, mademoiselle saget, gavard, shop, pork shop, madame lecœur]								
376	-0.0003573463	[_señorita_, caballero, senor, _señora_, senorita, rocha, rojerio rocha, rojerio, señora, señora vallejo]								
359	-0.0003618009	[school master, boy, daws, snowball, dolph, bluegrass, school, whizzer, mammy, rube]								
587	-0.000367397	[ruddington, gibson, lord ruddington, sainte véronique, traxelby, grandpont, letter, lord, sainte, véronique]								
480	-0.000367397	[medenham, devar, vanrenen, marigny, fitzroy, simmonds, bristol, chauffeur, count edouard, edouard]								
590	-0.0003729932	[dainty, lovelace, mammy, nieces, bride, wedding, craye, heart, lover, bernardini]								
632	-0.0003729932	[marryott, rumney, barnet, hazlehurst, mistress hazlehurst, master marryott, coach, bottle, puritan, mistress]								
502	-0.0003729932	[wells, socialism, human, constructive, ideas, personal, _the, individual, samurai, human nature]								
169	-0.0003775593	[checco, matteo, girolamo, italy, italian, bartolomeo, sybert, filippo, orsi, colville]								
597	-0.0003785893	[latour, vaillant, bishop, father latour, father vaillant, fé, olivares, father, durango, priests]								
605	-0.0003785893	[kildare, darrah, buchanan, sevier, rem, darrah brown, election, cake, possum, eyes]								
225	-0.000385327	[granny, simmons, old simmons, befort, wyman, waloo, riverside, martingale, cabot, cousin]								
294	-0.000385327	[laurent, aymar, perrelet, oiseleur, rocheterie, la rocheterie, de courtomer, courtomer, de la rocheterie, arbelles]								
224	-0.0003909231	[claudius, barker, duke, dr claudius, screw, countess, skeat, heidelberg, doctor, lindstrand]								
564	-0.0003965193	[miko, snap, molo, grantline, haljan, moa, venza, wandl, coniston, hahn]								
405	-0.0003965193	[captain macdonnell, macdonnell, ranch, husband, ranch girls, professor, rainbow ranch, vive, rainbow, captain]								
398	-0.0003965193	[khan, kasam, dirrag, mekran, burah, agahr, vizier, burah khan, maie, persian]								
435	-0.0003976608	[ustane, thou, billali, _she_, job, kallikrates, thee, amahagger, mother gutch, baboon]								
114	-0.0003988024	[feathers, heriot, dakers, atkins, lawless, golf, looked, knew, laughed, heart]								
172	-0.0003988024	[ball, starbright, merriwell, pip, stott, clockwork, wicket, bat, batsman, goal]								
501	-0.0004021154	[varrick, gerelda, bain, northrup, frazier, captain frazier, gerelda northrup, varrick mansion, nurse, girl]								
433	-0.0004077116	[tarrano, georg, wolfgar, brende, argo, jac, central state, barrage, cold country, earth]								
325	-0.0004077116	[florian, melior, hoprig, janicot, puysange, de puysange, mélusine, brunbelois, saint, monsieur]								
406	-0.0004200454	[ide, withee, pulaski, castonia, macleod, woods, rodburd, rodburd ide, timber, umcolcus]								
522	-0.0004211869	[washington, vote, pauncefote, sir otho, otho, wandel, government, cent, verner, lord]								
155	-0.0004267831	[buell hampton, buell, hampton, warfield, holden, rankin, bragdon, shields, encampment, jones]								
517	-0.0004312377	[savine, thurston, musker, high maples, maples, vancouver, ranch, summers, cañon, rock]								
400	-0.0004312377	[herrick, vayenne, lemasle, duke, dwarf, montvilliers, father bertrand, count, passey, bertrand]								
492	-0.0004312377	[ala, ingra, juba, car, air ship, caverns, earth, cloud dome, air, dome]								
593	-0.0004323792	[guido, guardiola, de guardiola, nueva cordoba, cordoba, nueva, spanish, doña, amati, hermoine]								
477	-0.0004368338	[tanith, harkaman, gram, trask, dunnan, makann, valkanhayn, marduk, bentrik, ships]								
361	-0.0004379754	[godolphin, sir, rosamund, brother, tressilian, master, penarrow, baine, killigrew, master baine]								
271	-0.0004414	[dog, wint, muldoon, puppy, dogs, raut, hound, pup, tail, sabron]								
311	-0.0004435715	[ricker, ranch, cowboys, macnutt, ricker ranch, halfbreed, tex, trader post, cowboy, ranch owner]								
269	-0.0004435715	[nixon, derwent, nixie, salter, pogram, captain salter, returned, girl, waitress, madama]								
472	-0.0004491677	[smith evered, evered, bindane, lord, barthampton, benifett, lord barthampton, smith, el hamrân, hamrân]								
426	-0.0004491677	[moore, ivor, baron, denham, colonel baron, bitche, verdun, sir moore, coruña, wellesley]								
217	-0.0004547638	[kut, alchise, desert, indian, cartwell, trail, cesca, squaw, squaws, apache]								
386	-0.0004547638	[gerhardt, bass, brander, senator, mother, child, family, kane, cincinnati, neighbors]								
279	-0.0004547638	[herriard, gastineau, hallamar, quickjohn, countess, campion, geof, dr hallamar, martindale, prosper]								
540	-0.0004603599	[semaphore, wilcox, dumaresq, medical, medical woman, garde, sister, beaconsfield gardens, beaconsfield, müller]								
562	-0.0004603599	[meleager, arch priest, hierarchy, hiridia, arch, meleagrian, council, councillors, priest, members]								
479	-0.0004659561	[vall, verkan, tortha, karf, verkan vall, tortha karf, dalla, paratime, sector, salgath]								
553	-0.0004659561	[coryon, monella, templemore, mellenda, dakla, zonella, sanaima, ulama, ergalon, hath]								
633	-0.0004659561	[pyramid, redoubt, night land, youths, mighty pyramid, spy glass, earth current, monsters, mighty, monstruwacan]								
611	-0.0004659561	[frobisher, orchid, cardinal moth, moth, orchids, wedderburn, rootlets, lefroy, hafid, cardinal]								
444	-0.0004659561	[drury, master drury, hayslope, dame coppins, coppins, captain stanhope, stanhope, mistress, grange, cavalier]								
561	-0.0004659561	[conn, federation, poictesme, shanlee, fawzi, pomponio, computer, zareff, storisende, litchfield]								
185	-0.0004670976	[trevlyn, pendrill, fitzgerald, haddon, husband, lord trevlyn, sir fitzgerald, lord haddon, heart, happy]								
332	-0.0004749768	[towne, ember, evans, molloy, jerce, baldy, formula, heritage, mcginity, things]								
168	-0.0004761184	[vaughan, flixton, brereton, sir, wetherell, vermuyden, cooke, bristol, chippinge, sibson]								
649	-0.0004782899	[anny, gilbot, snedden, tant sannie, sannie, tant, old woman, nanna, goody, euonymus]								
645	-0.0004782899	[czar, emperor, madame de, renoux, madame de salgues, salgues, de salgues, bonaparte, madame, wellington nephew]								
404	-0.0004782899	[stuyvesant, father mcgowan, mcgowan, pui, de pui, yuh, celie, madden, laing, twombly]								
145	-0.000480573	[lallie, clonmell, ballinger, signorina, bevan, adriance, wentworth, emileen, wilder, johns]								
538	-0.0004850276	[cat, cats, mino, birkin, lifeship, kincher, hermione, florimel, woman, _douce]								
554	-0.0004894822	[phroso, constantine, vlacho, kortes, demetri, neopalia, stefanopoulos, lord, island, spiro]								
520	-0.0004894822	[jimsy, honor, skipper, stepper, lorimer, yaqui, beat high, meter, team, stepfather]								
153	-0.0004917653	[somerset, stancy, de stancy, havill, dare, de, castle, captain de stancy, goodman, captain de]								
539	-0.0004950783	[alcibiades, justinian, melnos, demarch, melnosians, caliphronas, crispin, tunnel, palisade, gurt]								
604	-0.0004950783	[ivanta, agrando, fumenta, alondra, malto, _ivenia_, airships, kazzaro, malandris, armeath]								
424	-0.0004950783	[deerfoot, shawanoe, shawanoes, carleton, ish, warrior, dinks, canoe, miami, mississippi]								
625	-0.0004950783	[challis, lewes, challis lewes, wonder, crashaw, child, stott, returned challis, child lewes, library]								
621	-0.0004950783	[cavor, selenites, selenite, sphere, cavern, fungus, goad, mooncalves, scrub, zz]								
397	-0.0004950783	[nixon, tork, mercutians, mercutian, wat, loto, gorts, orites, grim, earthmen]								
301	-0.0004950783	[davey, conal, mcnab, schoolmaster, farrel, wirree, cattle, davey schoolmaster, davey davey, laughlin]								
478	-0.0004950783	[tanar, stellara, korsar, korsars, sarian, fedol, cid, amiocap, gura, bohar]								
350	-0.0004950783	[ivar, hjalmar, hjorvard, starkad, champions, odin, hersir, ships, yngvi, ketil]								
375	-0.0004962199	[felsen, herr, ziegler, borsen, bastable, schlegel, strauss, herr bastable, hagar, dormund]								
86	-0.0005096952	[fyne, de barral, barral, fynes, little fyne, girl, marlow, de, governess, solemnity]								
372	-0.0005130083	[farringdon, bateson, osierfield, hankey, tremaine, sedgehill, farquhar, willows, smallwood, thornley]								
198	-0.0005141498	[mather, pease, harmon, fenno, colonel, blanchard, chebasset, mill, jenks, father]								
369	-0.0005186045	[thresk, ballantyne, hazlewood, pettifer, repton, bombay, captain ballantyne, baram, baram singh, beeding]								
566	-0.0005186045	[hartley, vyner, trimblett, captain, captain trimblett, willett, gustave, chinnery, walters, ste]								
430	-0.0005186045	[penn, leisler, drayton, quakers, dame drayton, quaker, governor, charter, andros, westland]								
493	-0.0005186045	[greusel, kurzbold, ebearhard, frankfort, assmannshausen, goebel, rhine, thalers, herr, herr goebel]								
557	-0.0005186045	[antrim, langford, judge, hobart, forsyth, harding, seeley, lord carabbas, chief clerk, carabbas]								
448	-0.0005242006	[crow wing, halpen, crow, bolderwood, wing, harding, siah, yorkers, indian, lake]								
451	-0.0005242006	[sakr el, sakr, sakr el bahr, el bahr, bahr, asad, el, marzak, basha, thou]								
555	-0.0005242006	[yolara, rador, lakla, lugur, keefe, dwarf, shining, handmaiden, green dwarf, priestess]								
626	-0.0005242006	[eminence, wessex, everingham, cardinal, majesty, lord everingham, tudor, lord, glynde, duke wessex]								
607	-0.0005242006	[steam, pomp, steam horse, reade, wagon, cowboys, reade jr, vigilants, savages, harmon]								
602	-0.0005253421	[farm, acres, farmer, land, farming, segerson, crockford, barn, kingston, burtons]								
366	-0.0005365344	[ravenal, parthy, hawks, _cotton, _cotton blossom_, blossom_, show boat, schultzy, river, boat]								
265	-0.0005365344	[arkwright, greggory, aunt, calderwell, operetta, hartwell, henshaw, neilson, music, dear]								
592	-0.0005365344	[fitzpiers, rosamund, charmond, endicott, winterborne, grammer, melbury, bunyan, curlie, sir godfrey]								
173	-0.0005421306	[ogareff, irkutsk, strogoff, tomsk, tartars, grand duke, siberian, tartar, marfa, czar]								
576	-0.0005421306	[brouillard, cortwright, railroad, niquoia, mirapolis, dam, massingale, plegg, reclamation service, government]								
357	-0.0005421306	[prioress, reverend mother, reverend, sub prioress, mother sub, mother sub prioress, bishop, sub, lay sister, sister]								
135	-0.0005444136	[craven, sellingworth, tuyn, braybrooke, cronin, garstin, arabian, berkeley square, ackroyde, berkeley]								
457	-0.0005477267	[japanese, manila, parrington, _mindoro_, japan, pacific, fleet, ships, american, squadron]								
278	-0.0005477267	[kendric, rios, barlow, escobar, ruiz, ruiz rios, ortega, castelmar, señor, twisty]								
647	-0.0005477267	[fanshawe, gifford, erskine, sparling, rhodes, holidays, grumble, farnborough, week, staff room]								
460	-0.0005477267	[nordenholt, nitrogen, area, nitrogen area, huntingtower, output, henley davenport, graphs, factories, flint]								
211	-0.0005522929	[gold, metal, paper money, treasure, saxe, metals, gold silver, oxygen, silver, herzog]								
309	-0.0005533228	[nadara, thandar, flatfoot, thurg, korth, nagoola, cave, smith jones, ledge, burlinghame]								
368	-0.0005533228	[naya, mo, samory, kouaga, goliba, kona, zomara, thou, thy, liola]								
447	-0.0005533228	[ramage, miniver, morningside park, capes, morningside, vee, aunt, manning, palsworthy, father]								
420	-0.0005600605	[nakier, lugger, barque, tregarthen, hatch, ye, nielsen, nothen, boatmen, ship]								
410	-0.0005656567	[daney, laird, mckaye, port agnew, agnew, sawdust pile, sawdust, tyee, port, pile]								
316	-0.0005712528	[bertrand, rixende, grandmama, deydier, ventadour, de ventadour, old madame, comtesse, tan, margaï]								
233	-0.000576849	[tommasino, duke, bena, firmola, venusta, rilano, count, lord, wizard, syndic]								
415	-0.000576849	[archer, olenska, madame olenska, luyden, der luyden, der, newland, beaufort, mingott, countess olenska]								
206	-0.000576849	[eaton, santoine, connery, latron, warden, blatchford, car, conductor, dorne, blind]								
367	-0.0005824451	[schlichten, kankad, kragans, konkrook, keegark, contragravity, geeks, kragan, zangwe, terran]								
498	-0.0005835866	[davy, mcchesney, kaintuckee, mill, ye, harrodstown, wrenn, dixon, reckon, danville]								
308	-0.0005891828	[brigham, brother brigham, zion, mormon, saints, salt lake, gentile, lord, prophet, salt lake city]								
437	-0.0005891828	[constantine, castriot, morsinia, kabilovitsch, amesa, turks, albanian, scanderbeg, albania, turkish]								
89	-0.0005915774	[fish, trout, fishing, water, hook, ellison, stream, pool, fisherman, bait]								
622	-0.0005947789	[deer, wolves, doe, dogs, ailie, beasts, wolf, beaters, buffalo, herd]								
337	-0.0005947789	[cytherea, manston, aldclyffe, springrove, graye, raunham, knapwater, carriford, rector, steward]								
167	-0.0005959205	[lambert, dalrymple, blodgett, wandel, goodhue, planter, old planter, princeton, bailly, didn]								
310	-0.0006003751	[mills, shep, shepherd, storrs, henderson, laconia, freemans, whitford, shepherd mills, deer trail]								
212	-0.0006059712	[saduko, macumazahn, mameena, umbelazi, panda, masapo, umbezi, cetewayo, nandie, zikali]								
383	-0.0006059712	[droop, copernicus, ye, copernicus droop, ef, jest, hev, pole, thet, panchronicon]								
399	-0.0006059712	[darrow, sophy, viner, sophy viner, leath, givre, madame de, step mother, farlows, step]								
30	-0.0006061943	[levice, ainslie, kemp, alwynn, spurlock, winfield, dr kemp, hepsey, wingrave, mcclintock]								
190	-0.0006071128	[ostrog, council, council house, asano, shouting, sleeper, tramp tramp, tramp, tramp tramp tramp, perceived]								
61	-0.0006096189	[father, mother, child, daughter, heart, dear, life, god, loved, woman]								
380	-0.0006115674	[dodo, hughie, berts, mama, ayr, darling, waldenech, dear, double bass, chesterford]								
503	-0.0006115674	[mouraki, pasha, phroso, demetri, kortes, apafi, constantine, wheatley, neopalia, pavel]								
577	-0.0006115674	[lavendar, pippin, dr lavendar, heywood, dr, zac, longfields, nadeshda, boy, dr gladwin]								
257	-0.0006127089	[parkman, dr parkman, beason, hubers, dr, things, work, dr hubers, laboratory, understanding]								
210	-0.0006239012	[apache, chiricahuas, geronimo, micky, apaches, chiricahua, scouts, che, general crook, general]								
373	-0.0006239012	[wright, pluto, aunt, barrel, ballard, brewster, cat, returned, manning, island]								
344	-0.0006294973	[phyl, pinckney, pinnegar, hennessey, grangerson, vernons, ciccio, charleston, kilgobbin, woodhouse]								
207	-0.0006294973	[harkness, schwartzmann, kreiss, walt, bullard, pilot, towahg, ship, spud, ape]								
163	-0.0006296089	[dance, dancing, danced, waltz, dancers, partner, music, dances, dancer, girls]								
186	-0.0006306389	[panney, drane, mostyn, la fleur, fleur, bannister, cobhurst, tolbridge, denning, rawdon]								
465	-0.0006350935	[androvsky, domini, desert, tent, trevignac, priest, de trevignac, sand, anteoni, beni]								
541	-0.0006350935	[zulu, amabuna, dingane, tambusa, zulus, nkunkundhlovu, kraal, _nkose_, warriors, mameena]								
166	-0.0006406896	[shoz, shoz dijiji, dijiji, geronimo, juh, ish nay, ish, apache, apaches, warriors]								
484	-0.0006406896	[bonaparte, sannie, tant sannie, tant, boer woman, lyndall, boy, boer, hottentot, bonaparte blenkins]								
485	-0.0006406896	[jethro, romany, fawe, jethro fawe, fleda, druse, gorgio, ingolby, ry, rys]								
122	-0.0006429727	[sioux, valley, snow, buffalo, mountains, bright, rifle, warriors, conway, wagon]								
341	-0.0006474273	[arabian, garstin, tuyn, craven, portrait, studio, arab, domini, batouch, ay]								
414	-0.0006474273	[parris, stevens, witch, witches, salem, goody, witchcraft, goody nurse, louder, nurse]								
393	-0.0006530234	[woodruff, school, bonner, county, district, colonel woodruff, colonel, bronson, county superintendent, rural]								
192	-0.0006597611	[melbury, fitzpiers, winterborne, charmond, hintock, giles, timber merchant, timber, merchant, sherton]								
195	-0.0006609027	[ste, hartley, benham, hara, captain, nilssen, coira, rue, rue du faubourg, du faubourg]								
203	-0.0006631857	[artist, harringay, painting, paint, pictures, picture, work, studio, sybert, artists]								
391	-0.0006642157	[tyope, tehuas, queres, shotaye, rito, topanashka, hayoue, tehua, chayan, puye]								
528	-0.0006642157	[pertinax, thou, sir pertinax, thy, thee, rogue, fool, white lush, ye, sing]								
486	-0.0006698119	[dolphin, stanhope, pomp, captain uriah, uriah, whale, boat, inventor, submarine boat, submarine]								
516	-0.0006698119	[phorenice, nais, atlantis, deucalion, empress, zaemon, gods, yucatan, tatho, sacred mountain]								
583	-0.0006698119	[carew, raby, mistress, mistress carew, crabtree, henge, kimbolton, tis, wench, sir]								
454	-0.0006698119	[alexey, alexey alexandrovitch, alexandrovitch, seryozha, stepan arkadyevitch, arkadyevitch, stepan, vronsky, divorce, position]								
411	-0.0006698119	[bathsheba, boldwood, liddy, oak, weatherbury, everdene, farmer, coggan, farmer boldwood, casterbridge]								
239	-0.0006709534	[pasmer, mavering, brinkley, munt, saintsbury, mother, cotton, boardman, class day, girl]								
107	-0.0006709534	[hanlon, yandor, amir, roches, ruler, admiral, irad, panek, auldin, mind]								
141	-0.0006765496	[skelton, bulstrode, shapleigh, deerchase, pryor, alabaster, boy, conyers, blairs, newington]								
184	-0.0006765496	[dr hartwell, hartwell, asbury, guardian, charon, dr, dr asbury, child, orphan, countenance]								
144	-0.0006821457	[theria, nikander, dryas, eëtíon, baltè, delphi, apollo, pythia, melantho, oracle]								
331	-0.0006821457	[stair, raincy, ferris, eben, mcclure, cairn ferris, bothy, whitefoot, cairn, blairmore]								
586	-0.0006877418	[wetzel, col, lightfoot, clarke, henge, champe, morson, miller, cross eyes, master cross eyes]								
129	-0.0006900249	[treharne, judd, mother, heloise, schilsky, hosmer, daughter, dear, school, langdon]								
572	-0.000693338	[pyramid, verity, diskos, utter, truly, land, mighty, mighty pyramid, redoubt, night land]								
578	-0.000693338	[acid, iron, sulphuric, sulphate, coal, engineer, harding, glycerine, sulphuric acid, azotic]								
542	-0.000693338	[sidenote, heyton, north, letter, crutches, simcox, daddy, died loving, mother, dead]								
273	-0.000693338	[phillotson, arabella, christminster, marygreen, edlin, shaston, alfredston, melchester, school, fawley]								
524	-0.0006944795	[compton, asaph, hetty, th, pilcher, cat tail, dunne, _yakutat_, brinn, egerton]								
487	-0.0006989341	[okoya, mitsha, hayoue, tyope, shyuote, koshare, zashue, koitza, shotaye, shiuana]								
98	-0.0007068133	[amherst, bessy, langhope, westmore, wyant, ansell, hanaford, gaines, lynbrook, tredegar]								
599	-0.000711268	[captain, powell, trenchard, roberts, masterson, cortlandt, durst speak, marryott, trenholm, fyne]								
327	-0.0007224602	[burnit, trimmer, applerod, sharpe, brightlight, jolter, biff, stock, _bulletin_, business]								
319	-0.0007224602	[jurgen, says jurgen, anaïtis, koshchei, chloris, cocaigne, says, pseudopolis, leukê, satan]								
104	-0.0007236018	[wint, kite, routt, hetty, gergue, hardiston, caretall, radabaugh, lutcher, congressman]								
260	-0.0007236018	[smith, mellicent, blaisdell, duff, pennock, fulton, blaisdells, father duff, hillerton, money]								
494	-0.0007236018	[god, death, immortality, soul, oomphel, spirit, life, world, sorrow, heart]								
