topic_no	topic_zeta	topic_words	interpretable?_BC	category_BC	interpretable?_JR	category_JR	interpretable?_LV	category_LV	interpretable?_phi4	category_phi4
191	0.0002554588	[dawson, sheep, heth, baxter, vb, ramsey, supervisor, cañon, dugan, trail]								
438	0.000243979	[hickey, socotra, de socotra, flivver, tripp, cab, estuban, de, stickney arms, stickney]								
346	0.0002298978	[hermann, falbe, ashbridge, music, mother, baireuth, piano, germany, singer, munich]								
274	0.0002234698	[gedge, uncle si, gedge antiques, antiques, si, roon, picture, hobbema, uncle, duponnet]								
383	0.0002145914	[droop, copernicus, ye, copernicus droop, ef, jest, hev, pole, thet, panchronicon]								
330	0.0002132153	[father, mother, prather, money, died, madame collier, child, collier, years, wife]								
12	0.0001760421	[doctor, dr, patient, nurse, physician, medical, room, sir, door, medicine]								
43	0.0001654674	[sir, captain, fool, ye, friend, word, gentleman, master, take, raffles]								
126	0.0001608681	[bunting, sleuth, chandler, lodger, avenger, bunting looked, bunting felt, stepmother, old aunt, bunting bunting]								
538	0.0001417351	[cat, cats, mino, birkin, lifeship, kincher, hermione, florimel, woman, _douce]								
141	0.0001379085	[skelton, bulstrode, shapleigh, deerchase, pryor, alabaster, boy, conyers, blairs, newington]								
231	0.0001365324	[askew, kaimes, berring, jimsy, canvey, pentland, husband, duke, osterhaut jowett, talk]								
431	0.0001226021	[embury, hendricks, alvord, fifi, ames, fibsy, aunt, stone, driscoll, desternay]								
577	0.0001187755	[lavendar, pippin, dr lavendar, heywood, dr, zac, longfields, nadeshda, boy, dr gladwin]								
584	0.0001111223	[trafford, matthewson, mcmanus, solomonson, dowd, millbank, wing, papers, rubber, murder]								
348	9.06131862419137e-05	[swingley, texan, hoog, ballaston, endacott, milt, average jones, livius, jones, caldwell]								
644	8.93879378958481e-05	[mexican, josé, gonzalez, mustang, sambo, carib, senor, red head, spitler, ditini]								
194	8.67865848007479e-05	[huxham, durgo, vand, lister, coppersley, tunks, pence, captain huxham, inglis, ankers]								
642	6.00003747125873e-05	[ostrander, judge ostrander, reuther, judge, scoville, fentiman, etheridge, father, ferrier, black]								
641	5.23471718302557e-05	[dimsdale, ball, siebold, team, cadets, woodcrest, gates, school, vench, goodhue]								
648	3.06128115293264e-05	[sedgwick, schlager, dennett, macfarlane, sheriff, trenter, sailor smith, richardson, iry, gansett]								
259	1.39303010156285e-05	[colonel, pinto, stafford, lollie, crewe, boundary, judgment, colonel boundary, hanson, selby]								
79	5.97538532735864e-06	[tobacco, cigar, cigarette, smoke, cigarettes, smoking, pipe, cigars, smoked, pocket]								
189	-2.69370664911295e-05	[bees, rolla, cunora, dulnop, corrus, emmon, hives, hive, wax, sting]								
316	-2.81623148371952e-05	[bertrand, rixende, grandmama, deydier, ventadour, de ventadour, old madame, comtesse, tan, margaï]								
558	-3.96421191606927e-05	[heger, mountain girl, mountain, abbott, sawyer, cabin, girl, mountain road, redfords, packard]								
529	-4.34687206018585e-05	[miela, anina, mercer, tao, baar, lua, city, lone city, light country, water city]								
446	-5.63246296743905e-05	[fish, levels, florent, meal, dishes, dish, gavard, ham, faunce, turkey]								
381	-6.52030809027877e-05	[bobo, cleaver, evers, poor bobo, madagascar, robinson, culbreth, delamare, stetson, gyde]								
175	-8.57121928576512e-05	[mellis, valliant, swartz, de lisle, lisle, fulk, fulk de lisle, fulk de, falconer, woodmere]								
545	-9.07640426448828e-05	[cuba, cuban, quesada, manada, hathaway, spanish, truenos, quinta, havana, rozinante]								
475	-0.0001060704	[langholm, minchin, steel, venables, severino, woodgate, crofts, morna, novelist, normanthorpe]								
193	-0.0001086718	[ewen, ardroy, lochiel, windham, lachlan, captain windham, loch, guthrie, angus, loudoun]								
391	-0.0001201516	[tyope, tehuas, queres, shotaye, rito, topanashka, hayoue, tehua, chayan, puye]								
649	-0.0001201516	[anny, gilbot, snedden, tant sannie, sannie, tant, old woman, nanna, goody, euonymus]								
333	-0.0001201516	[tavernake, pritchard, professor, dowling, declared, gardner, wenham, sister, wenham gardner, grier]								
365	-0.0001201516	[thou, stafford, thy, thee, shrope, devereaux, lord shrope, lord stafford, lord, hath]								
455	-0.0001201516	[winthrop, carew, senator carew, thornton, senator, colonel thornton, truxton, secretary, colonel, letter file]								
356	-0.0001239782	[silwood, eversleigh, bennet, thornton, williamson, westgate, silwood dead, ivydene, higginson, father]								
583	-0.0001239782	[carew, raby, mistress, mistress carew, crabtree, henge, kimbolton, tis, wench, sir]								
462	-0.0001278048	[hale, richards, ferguson, latimer, tuesday night, bonds, tuesday, mclane, detective ferguson, brother]								
458	-0.0001316314	[rodgers, parsons, baird, craige, potter, penfield, aunt, sah, mclean, inspector]								
625	-0.0001316314	[challis, lewes, challis lewes, wonder, crashaw, child, stott, returned challis, child lewes, library]								
374	-0.0001316314	[wyke, lemby, craver, vence, neddy, hedgerton, mellin, purse, sandal, maranatha]								
397	-0.0001316314	[nixon, tork, mercutians, mercutian, wat, loto, gorts, orites, grim, earthmen]								
498	-0.0001380594	[davy, mcchesney, kaintuckee, mill, ye, harrodstown, wrenn, dixon, reckon, danville]								
442	-0.0001483139	[thou, thee, thy, tsamanni, ayoub, hath, shalt, tisio, asad, allah]								
3	-0.0001548559	[author, story, 50, 8vo, york, book, illustrations, illustrated, ii, iii]								
630	-0.0001571924	[crippen, corson, binney, buns, prall, bates, vail, bun, sir binney, gibbs]								
377	-0.0001571924	[murgatroyd, challoner, thorne, prosecutor, pemmican, mixley, hargraves, mcgrath, cradlebaugh, bloodgood]								
371	-0.0001636203	[lomas, rogers, lunt, superintendent, fortune, nurse dauntsey, dauntsey, mayor, cranford, sandford]								
598	-0.0001648456	[warrender, marlow, lestrange, beauchamp, thorold, sophy, phelps, rector, cicero, quiet gentleman]								
593	-0.0001712735	[guido, guardiola, de guardiola, nueva cordoba, cordoba, nueva, spanish, doña, amati, hermoine]								
637	-0.0001751001	[larauche, ut, ee away, strangways, ee, macartney, sez, mcginity, ant ee, away away]								
322	-0.0001789267	[secret agent, fuller, okiu, dr morse, agent, warwick, morse, drevenoff, karkowsky, secret]								
556	-0.0001827533	[vinsen, dr vinsen, inspector robson, robson, keziah, inspector, piers, dr, nat, olwen]								
540	-0.0001904065	[semaphore, wilcox, dumaresq, medical, medical woman, garde, sister, beaconsfield gardens, beaconsfield, müller]								
632	-0.0001942331	[marryott, rumney, barnet, hazlehurst, mistress hazlehurst, master marryott, coach, bottle, puritan, mistress]								
345	-0.0001968345	[carew, thou, master player, thee, player, attwood, master, master carew, shakspere, thy]								
565	-0.0001980597	[celie, dauvray, mme dauvray, vauquier, mlle celie, mme, wethermill, mlle, hanaud, commissaire]								
463	-0.0001980597	[dampier, senator, poulain, madame poulain, poulains, saint ange, hôtel saint, hôtel saint ange, ange, madame]								
634	-0.0001980597	[ruff, dory, fitzgerald, ruff nodded, brown, clenarvon, sillerton, remarked, count hern, hern]								
603	-0.0002018863	[broadbrim, old broadbrim, riggs, demona, stareyes, ranch, macray, perth, detective, waters]								
122	-0.000207089	[sioux, valley, snow, buffalo, mountains, bright, rifle, warriors, conway, wagon]								
232	-0.0002083143	[spargo, breton, marbury, aylmore, elphick, rathbury, cardlestone, myerst, maitland, _watchman_]								
619	-0.0002083143	[mcnamara, whitefield, glenister, fownes, wheaton, sheriff, jenney, stillman, governor, churchill]								
110	-0.000213517	[ebbo, herrick, ermentrude, eberhard, ingham, euyck, friedel, adlerstein, allister, mother]								
582	-0.0002159675	[keeban, scofield, fanneal, crewe, win scofield, old win, worth, kite, win, winton]								
579	-0.0002159675	[saxe, music, abernethey, masters, osmund, miser, manuscript, thatcher, piano, measure]								
423	-0.0002197941	[julien, kendricks, freudenberg, herr freudenberg, herr, sir julien, christophor, madame christophor, mademoiselle, carraby]								
384	-0.0002236207	[crabingway, liston, bagg, girls, barrowfield, prior, sigglesthorne, chillington, chequertrees, inchmoor]								
600	-0.0002236207	[aynesworth, wingrave, barrington, sir wingrave, sir wingrave seton, wingrave seton, lovell, seton, aynesworth declared, remarked]								
613	-0.0002236207	[magee, baldpate, bland, baldpate inn, peters, cargan, professor, mayor, norton, hermit]								
589	-0.0002274473	[tallente, dartrey, miller, horlock, palliser, greening, hellesfield, party, article, prime]								
514	-0.0002300487	[barker, claudius, mally, whitehall, westcott, screw, office, ford, leverage, silvaris]								
586	-0.0002377019	[wetzel, col, lightfoot, clarke, henge, champe, morson, miller, cross eyes, master cross eyes]								
510	-0.0002491817	[keane, esmond, estrange, cousin, southleigh, elsinore gardens, elsinore, murchison, pomfret, blankfield]								
369	-0.0002491817	[thresk, ballantyne, hazlewood, pettifer, repton, bombay, captain ballantyne, baram, baram singh, beeding]								
623	-0.0002530083	[hora, marven, commandatore, captain marven, meriel, lynton hora, lynton, flurscheim, challys, name marven]								
449	-0.0002530083	[deede, deede dawson, dawson, dunn, dunsmore, clive, bittermeads, packing case, wreste, packing]								
581	-0.0002568349	[sajipona, raoul, narva, leighton, cave, bogota, herran, quayle, palace, shei]								
606	-0.0002568349	[rebb, haskins, crosbie, geary, pixy house, pixy, berch, bellaria, durham, pelham odin]								
616	-0.0002568349	[kenelm, hermione, eyrle, lorriston, severn, aldenmere, kenelm eyrle, lord lorriston, leeholme, sir]								
591	-0.0002644881	[torry, grent, vass, leighbourne, hargone, wray house, detective, notes, mortality, killed grent]								
382	-0.000270916	[bassett, livingstone, norada, donaldson, ranch, carlysle, wasson, melis, jud, vyner]								
505	-0.000270916	[hapley, pawkins, moth, insect, pawkins pawkins, strange moth, butterfly, microscope, vicar, table cloth]								
138	-0.000277344	[alixe, gerault, courtoise, crépuscule, thou, madame, st nazaire, nazaire, castle, flammecœur]								
507	-0.0002785692	[gascoyne, lord gascoyne, sibella, grahame, hammerton, gascoynes, gascoyne family, hallward, hibbert wyllie, grent]								
402	-0.0002823958	[fentolin, hamel, dunster, meekins, sarson, doctor sarson, kinsley, nikasti, teyl, fentolin continued]								
401	-0.0002862224	[cayley, gillingham, pond, passage, ablett, key, key outside, door, cayley cayley, inspector]								
281	-0.0003003036	[morley, giles, denham, ware, steel, parry, rickwell, asher, karacsay, benker]								
302	-0.0003079568	[beresford, fleming, bat, detective, doctor, neily, gorder, alcove, blue print, courtleigh fleming]								
390	-0.0003117834	[ransford, mitchington, braden, brake, wrychester, collishaw, harker, glassdale, bewery, dr ransford]								
588	-0.00031561	[underwood, walcott, britton, ophir, pines, camp, partner, furley, business, office]								
165	-0.0003169861	[waddington, clancy, bomford, beans, pomfret, sub editor, declared, katz, cowper, wynn]								
433	-0.0003194366	[tarrano, georg, wolfgar, brende, argo, jac, central state, barrage, cold country, earth]								
471	-0.0003194366	[macartney, thompson, collins, charliet, caraquet, hutton, wilbraham, valenka, stope, dream girl]								
546	-0.0003194366	[murphy, swamp, qualley, roberts, bateau, logs, raft, murphy exclaimed, darky, turpentine]								
567	-0.0003232632	[torn, montfort, de montfort, outlaw, shandy, bertrade, bertrade de montfort, bertrade de, castle, de]								
628	-0.0003232632	[pinkerton, proctor, donahue, robbery, susquehanna, reno, northampton, dunlap, gang, evans]								
389	-0.0003232632	[jak, carver, pop, mom, boys, ship, control room, controls, mother, fuel]								
618	-0.0003232632	[old detective, lung, chinese, garshaski, leggett, chinamen, ah lung, detective, old, bradys]								
500	-0.0003232632	[cecala, morello, lupo, cina, giglio, calichio, boscarini, ortonello, counterfeit, comito]								
574	-0.0003232632	[robot, 2615, pwowp, robots, humans, vilbis, freighter, metal fingers, metal, ship]								
429	-0.0003258645	[murchison, pomfret, blankfield, rosemount, captain murchison, davidson, brother, quite, friend, course]								
159	-0.0003258645	[erlend, lavrans, aashild, ragnfrid, ulvhild, arne, twas, eline, folk, jörundgaard]								
286	-0.0003272407	[door, room, open, stairs, bed, lamp, key, light, opened, window]								
261	-0.0003296911	[tropenell, pavely, godfrey, katty, godfrey pavely, st amant, amant, gillie, lord st amant, lord st]								
370	-0.0003322925	[snake, snakes, tharban, reptile, venom, ye, serpent, demetrios, cobra, basto]								
573	-0.000341171	[landis, arrow, bow, stimson, mount, cross bow, gallery, japanese, library, shoot]								
321	-0.000341171	[laverick, bellamy, morrison, streuss, behrling, document, mademoiselle idiale, idiale, declared, pocket book]								
428	-0.0003449976	[philippa, lessingham, griffiths, captain griffiths, cranston, felstead, hayter, dreymarsh, maderstrom, begged]								
504	-0.0003449976	[grimm, rodd, brodie, brinnen, poet, cresswell, letchowiski, ditchwater, declared, captain brinnen]								
629	-0.0003449976	[bones, bellingham, thorndyke, finger, adipocere, ligaments, bone, thigh, skeleton, jellicoe]								
248	-0.0003449976	[durgan, claxton, beardsley, dolphus, hilyard, hermie, mulatto, durgan felt, hermione, deer]								
555	-0.0003449976	[yolara, rador, lakla, lugur, keefe, dwarf, shining, handmaiden, green dwarf, priestess]								
448	-0.0003449976	[crow wing, halpen, crow, bolderwood, wing, harding, siah, yorkers, indian, lake]								
482	-0.0003488242	[boller, wilkins, fry, hitchin, hobart hitchin, prentiss, hobart, vining, kid, trunk]								
477	-0.0003488242	[tanith, harkaman, gram, trask, dunnan, makann, valkanhayn, marduk, bentrik, ships]								
627	-0.0003526508	[braceway, bristow, withers, morley, fulton, greenleaf, furmville, abrahamson, washington, atlanta]								
596	-0.0003526508	[scriven, apperception, oona, cells, cortex, apperception center, semper, glideways, cephalon, gland]								
291	-0.0003590787	[prelice, shepworth, jadby, chent, agstone, rover, captain jadby, blexey, lord prelice, martaban]								
361	-0.0003590787	[godolphin, sir, rosamund, brother, tressilian, master, penarrow, baine, killigrew, master baine]								
483	-0.0003667319	[peyrol, tartane, lieutenant, réal, toulon, scevola, escampobar, rover, sans culotte, culotte]								
559	-0.0003667319	[weatherley, chetwode, fane, hastings, calvert, mandeville, sloane, reporter, weatherley continued, business]								
357	-0.0003667319	[prioress, reverend mother, reverend, sub prioress, mother sub, mother sub prioress, bishop, sub, lay sister, sister]								
214	-0.0003668828	[sergeant, bracy, soldier, colonel, soldiers, captain, officer, regiment, stich, rebel]								
359	-0.0003705585	[school master, boy, daws, snowball, dolph, bluegrass, school, whizzer, mammy, rube]								
497	-0.0003743851	[pollard, barrows, colwell, harrington, mill, barrows death, brother, mother, idiot boy, reparation]								
481	-0.0003743851	[hanaud, calladine, carew, semiramis, wethermill, favart, hanaud looked, semiramis hotel, opera, clements]								
544	-0.0003743851	[maraton, foley, selingman, graveling, labour, henneford, sheffield, maraton admitted, maraton shook, parliament]								
624	-0.0003782117	[morrice, rosabelle, croxton, brookes, sellars, buckley, lettice, financier, deanery, deanery street]								
362	-0.0003782117	[lovel, herne, chaskin, mexton, catinka, drek, jimboy, drass, barnstead, gran jimboy]								
597	-0.0003820383	[latour, vaillant, bishop, father latour, father vaillant, fé, olivares, father, durango, priests]								
508	-0.0003820383	[haarland, marconi, jones, cavallo, planet, ship, halsey planet, joneses, longliner, halsey]								
643	-0.0003820383	[barclay, tilghman, ito, patterson, mclane, ogden, norcross, shively, japanese, atlanta]								
609	-0.0003820383	[sihamba, swallow, sigwe, zinti, piet, swart piet, bull head, swart, kaffir, umpondwana]								
635	-0.0003820383	[manton, kennedy, phelps, mackay, manton pictures, film, studio, kauf, tarrytown, pictures]								
459	-0.0003922929	[cat, dog, collie, smoke, dr silence, flame, paws, animals, silence, carpet]								
229	-0.0003961195	[ferdy, jerce, horran, osip, zara, barras, clarke, ackworth, dumps, baird]								
645	-0.0003961195	[czar, emperor, madame de, renoux, madame de salgues, salgues, de salgues, bonaparte, madame, wellington nephew]								
285	-0.0003999461	[custer, pennington, crumb, ganado, custer pennington, penningtons, colonel, apache, jackknife, cañon]								
378	-0.0003999461	[duvall, baker, ford, apartment, stapleton, hotel, woman, photograph, fire escape, detective]								
303	-0.0003999461	[nash, trenholm, roberts, abbott, corbin, doctor roberts, sheriff, doctor nash, abbott lodge, sheriff trenholm]								
284	-0.0003999461	[rand, rivers, fleming, goode, dunmore, collection, varcek, gresham, pistols, mckenna]								
80	-0.0004000969	[octagon, cuthbert, mallow, caranby, maraquito, pavoya, claremanagh, pearls, jennings, orrin]								
125	-0.0004025474	[garlett, maclean, cheale, dr maclean, bower, kentworthy, thatched, thatched house, arsenic, toogood]								
394	-0.0004037727	[gebb, gilmar, ferris, alder, kirkstone, parge, prain, wedderburn, basson, grangebury]								
148	-0.000406374	[calvert, azay, st aulaire, aulaire, madame de, lafayette, monsieur, de st, monsieur de, beaufort]								
301	-0.0004075993	[davey, conal, mcnab, schoolmaster, farrel, wirree, cattle, davey schoolmaster, davey davey, laughlin]								
535	-0.0004075993	[hastings, sloane, webster, brace, crown, sloanehurst, sheriff, judge, berne, berne webster]								
511	-0.0004075993	[gifford, henshaw, kelson, morriston, wynford, tredworth, gervase henshaw, wynford place, dipper, morristons]								
543	-0.0004102006	[bourgeois, gardeur, dantin, romara, repaire, du repaire, beaufoy, colossus, de, burgomaster]								
620	-0.0004114259	[de rothan, rothan, nance, durrell, benham, de, stook, stonehanger, chevalier, mees]								
417	-0.0004114259	[garrick, warrington, mcbirney, car, winslow, garage, gambling, dr mead, forbes, gambling joint]								
525	-0.0004114259	[pratt, raston, haverleigh, tempest, kilspindie, hale, marton, lord kilspindie, jeal, cup]								
325	-0.0004114259	[florian, melior, hoprig, janicot, puysange, de puysange, mélusine, brunbelois, saint, monsieur]								
182	-0.0004140272	[gray, wusun, wu, delabar, wu fang, fang chien, wu fang chien, fang, chien, gela]								
432	-0.0004331602	[cheyne, dangle, speedwell, french, blessington, price, sime, earlswood, flask, lodge]								
130	-0.0004357616	[hanaud, frobisher, harlowe, upcott, waberski, monsieur hanaud, monsieur, mademoiselle, crenelle, maison crenelle]								
626	-0.0004369868	[eminence, wessex, everingham, cardinal, majesty, lord everingham, tudor, lord, glynde, duke wessex]								
451	-0.0004369868	[sakr el, sakr, sakr el bahr, el bahr, bahr, asad, el, marzak, basha, thou]								
575	-0.0004369868	[calhoun, texas, polk, oregon, pakenham, zandt, england, mexico, ritz, war]								
467	-0.0004369868	[mar, woodward, naturalist, mar men, dodge, lieutenant woodward, submarine, shore, car, boat]								
636	-0.0004408134	[saton, rochester, naudheim, borrowdean, bertrand, beauleys, vandermere, saton smiled, champneyes, declared]								
488	-0.0004587212	[quest, professor, macdougal, french, quest declared, rheinholdt, quest remarked, remarked, professor quest, inspector]								
541	-0.0004587212	[zulu, amabuna, dingane, tambusa, zulus, nkunkundhlovu, kraal, _nkose_, warriors, mameena]								
166	-0.0004625478	[shoz, shoz dijiji, dijiji, geronimo, juh, ish nay, ish, apache, apaches, warriors]								
278	-0.0004625478	[kendric, rios, barlow, escobar, ruiz, ruiz rios, ortega, castelmar, señor, twisty]								
484	-0.0004625478	[bonaparte, sannie, tant sannie, tant, boer woman, lyndall, boy, boer, hottentot, bonaparte blenkins]								
309	-0.0004663744	[nadara, thandar, flatfoot, thurg, korth, nagoola, cave, smith jones, ledge, burlinghame]								
495	-0.0004663744	[flexen, loudwater, manley, lord loudwater, hutchings, colonel grey, roper, carrington, twitcher, lord]								
562	-0.0004663744	[meleager, arch priest, hierarchy, hiridia, arch, meleagrian, council, councillors, priest, members]								
368	-0.0004663744	[naya, mo, samory, kouaga, goliba, kona, zomara, thou, thy, liola]								
115	-0.0004665253	[south, johnston, president, southern, army, richmond, confederacy, states, union, confederate]								
336	-0.0004677505	[sword, blade, weapon, tipton, thrust, boucicault, amesa, issus, fought, attack]								
162	-0.0004689758	[westerham, melun, lord penshurst, penshurst, dunton, captain melun, premier, rookley, prime minister, mme]								
534	-0.0004689758	[train, station, car, engine, ticket, callahan, passenger, conductor, passengers, fireman]								
479	-0.000470201	[vall, verkan, tortha, karf, verkan vall, tortha karf, dalla, paratime, sector, salgath]								
553	-0.000470201	[coryon, monella, templemore, mellenda, dakla, zonella, sanaima, ulama, ergalon, hath]								
561	-0.000470201	[conn, federation, poictesme, shanlee, fawzi, pomponio, computer, zareff, storisende, litchfield]								
502	-0.000470201	[wells, socialism, human, constructive, ideas, personal, _the, individual, samurai, human nature]								
633	-0.000470201	[pyramid, redoubt, night land, youths, mighty pyramid, spy glass, earth current, monsters, mighty, monstruwacan]								
379	-0.0004792303	[pigeon, bird, 8vo, pigeons, birds, pigeon pie, crown 8vo, demy 8vo, demy, nant]								
220	-0.0004804556	[loveman, grayson, cordova, gilmore, mordona, little lawyer, gardner, plan, uncle, grantham]								
312	-0.0004881088	[fan, tung, ainsleigh, hwei, forge, tidman, keong, lo keong, wharf, burgh]								
304	-0.0004919354	[hawk, macvightie, butcher, lanson, wire devils, ladybird, car, selkirk, conmore, express car]								
388	-0.0004919354	[merriman, hilliard, coburn, syndicate, props, _girondin_, ferriby, smuggling, bordeaux, beamish]								
516	-0.0004919354	[phorenice, nais, atlantis, deucalion, empress, zaemon, gods, yucatan, tatho, sacred mountain]								
289	-0.0004919354	[lish, jip, amateur, jip collins, fernald, department, fireman, fellers, master roberts, collins]								
441	-0.000495762	[stonor, imbrie, etzooah, breed woman, dug, river, gun, myengeen, rapids, breed]								
604	-0.0004995886	[ivanta, agrando, fumenta, alondra, malto, _ivenia_, airships, kazzaro, malandris, armeath]								
478	-0.0004995886	[tanar, stellara, korsar, korsars, sarian, fedol, cid, amiocap, gura, bohar]								
419	-0.0004995886	[fischer, lutchester, teyl, nikasti, schwerin, hastings, japan, germany, pocketbook, anglo french]								
621	-0.0004995886	[cavor, selenites, selenite, sphere, cavern, fungus, goad, mooncalves, scrub, zz]								
350	-0.0004995886	[ivar, hjalmar, hjorvard, starkad, champions, odin, hersir, ships, yngvi, ketil]								
476	-0.0005021899	[huyck, scientific, science, professor, gouldesbrough, lord malvin, malvin, discovery, robold, dr]								
518	-0.0005021899	[washington, colonel washington, president, colonel, dad, _grandpère_, governor, war, confederate, army]								
363	-0.0005098431	[copplestone, greyle, chatfield, marston greyle, scarhaven, gilling, marston, sir cresswell, bassett, petherton]								
349	-0.0005098431	[fu manchu, manchu, fu, smith, dr fu manchu, dr fu, petrie, nayland smith, nayland, karamaneh]								
622	-0.0005136697	[deer, wolves, doe, dogs, ailie, beasts, wolf, beaters, buffalo, herd]								
212	-0.0005213229	[saduko, macumazahn, mameena, umbelazi, panda, masapo, umbezi, cetewayo, nandie, zikali]								
531	-0.0005251495	[gillett, crewe, marsland, westaway, lumsden, sergeant westaway, detective gillett, sergeant, staveley, farm]								
493	-0.0005251495	[greusel, kurzbold, ebearhard, frankfort, assmannshausen, goebel, rhine, thalers, herr, herr goebel]								
430	-0.0005251495	[penn, leisler, drayton, quakers, dame drayton, quaker, governor, charter, andros, westland]								
418	-0.0005289761	[poubalov, litizki, strobel, hilman, spy, tailor, billings, palovna, vargovitch, pembroke]								
549	-0.0005289761	[hogarth, loveday, frankl, hara, colmoor, warder, quilter beckett, westring, quilter, beech]								
492	-0.0005289761	[ala, ingra, juba, car, air ship, caverns, earth, cloud dome, air, dome]								
297	-0.0005289761	[de medici, medici, ballau, dr lytton, lytton, norton, de, julien, theater, dr]								
607	-0.0005289761	[steam, pomp, steam horse, reade, wagon, cowboys, reade jr, vigilants, savages, harmon]								
548	-0.0005289761	[wenner, merival, coroner, soul, leese, life, _times_, wenner wenner, la menken, menken]								
568	-0.0005289761	[burnett, simpson, gorman, cheatham, louisville, fitchet, burnett burnett, fauntleroy, dulaney, linden]								
245	-0.0005315775	[grison, sorley, peacock, fuller, bakche, inderwick, baldwin, latimer, jotty, belstone]								
272	-0.0005392307	[lyon, broughton, fullerton, wolcott, howell, bede, cane, vanderburg, hemlock avenue, prout]								
342	-0.0005392307	[colburne, ravenel, colonel, orleans, captain colburne, louisiana, gazaway, whitewood, ravenels, doctor]								
280	-0.0005468839	[byrd, orcutt, hickory, mansell, ferris, clemmens, hildreth, dare, district attorney, attorney]								
276	-0.0005468839	[pollard, gleason, prescott, belknap, zizi, davenport, manning pollard, manning, doctor davenport, wise]								
319	-0.0005468839	[jurgen, says jurgen, anaïtis, koshchei, chloris, cocaigne, says, pseudopolis, leukê, satan]								
499	-0.0005507105	[florent, quenu, la normande, normande, saget, mademoiselle saget, gavard, shop, pork shop, madame lecœur]								
426	-0.0005507105	[moore, ivor, baron, denham, colonel baron, bitche, verdun, sir moore, coruña, wellesley]								
403	-0.0005507105	[mazeroux, sauverand, fauville, weber, prefect, perenna, desmalions, monsieur préfet, préfet, levasseur]								
550	-0.0005507105	[sutherland, sweetwater, webb, dr talbot, amabel, sutherlandtown, talbot, zabel, philemon, knapp]								
443	-0.0005507105	[hunterleys, draconmeyer, selingman, drexley, grex, douaille, coulois, roche, declared, hunterleys remarked]								
469	-0.0005545371	[cotherstone, mallalieu, brereton, kitely, harborough, stoner, highmarket, pett, bent, norcaster]								
460	-0.0005545371	[nordenholt, nitrogen, area, nitrogen area, huntingtower, output, henley davenport, graphs, factories, flint]								
457	-0.0005545371	[japanese, manila, parrington, _mindoro_, japan, pacific, fleet, ships, american, squadron]								
456	-0.0005545371	[véronique, françois, stéphane, vorski, honorine, hergemont, maguennoc, sarek, véronique hergemont, priory]								
453	-0.0005545371	[marlowe, manderson, cupples, bunner, murch, southampton, white gables, gables, car, saw manderson]								
530	-0.0005545371	[underwood, selby, dr underwood, bussey, hadley, dr, watson, high ridge, ralston, dr pye]								
228	-0.0005571385	[sabatini, weatherley, starling, fenella, chetwode, lalonde, count sabatini, declared, sanson, sabatini smiled]								
466	-0.0005583637	[carrados, carlyle, parkinson, creake, hollyer, manager, draycott, hutchins, wynn, exclaimed carlyle]								
646	-0.0005583637	[burns, ellison, witham, colonel witham, mill, colonel, granny thornton, triffitt, thornton, stream]								
339	-0.0005724449	[rawson, smithy, loah, gor, flame, mole men, culver, red, rock, mole]								
299	-0.0005800981	[barthorpe, herapath, tertius, burchill, selwood, halfpenny, barthorpe herapath, wynne, triffitt, raythwaite]								
521	-0.0005839247	[storm, horton, holworthy, greenlea, burrell, bag, storm laughed, homachi, mallett, trip]								
367	-0.0005877513	[schlichten, kankad, kragans, konkrook, keegark, contragravity, geeks, kragan, zangwe, terran]								
570	-0.0005877513	[mummy, braddock, hervey, professor, bolton, random, vasa, peruvian, manuscript, emeralds]								
491	-0.0005877513	[ducie, platzoff, captain ducie, cleon, repos, bon repos, bon, captain, mulatto, loal]								
564	-0.0005877513	[miko, snap, molo, grantline, haljan, moa, venza, wandl, coniston, hahn]								
275	-0.0005877513	[maskull, krag, nightspore, corpang, haunte, oceaxe, sullenbode, joiwind, tydomin, panawe]								
215	-0.0006018324	[mccarty, orbit, goddard, hughes, inspector, parsons, fu moy, moy, mall, fu]								
340	-0.0006018324	[delaney, stockbridge, nichols, morphy, chief, operative, fosdick, gramercy hill, harrigan, gramercy]								
572	-0.0006094856	[pyramid, verity, diskos, utter, truly, land, mighty, mighty pyramid, redoubt, night land]								
409	-0.0006133122	[mainwaring, hobson, lagrange, attorney, fair oaks, thornton, sutherland, oaks, merrick, carleton]								
313	-0.0006133122	[collingwood, pratt, mallathorpe, eldrick, nesta, barford, byner, parrawhite, normandale, bartle]								
487	-0.0006133122	[okoya, mitsha, hayoue, tyope, shyuote, koshare, zashue, koitza, shotaye, shiuana]								
436	-0.0006171388	[cunningham, hull, olson, uncle, cattleman, paradox, fire escape, dry valley, harriman, yore]								
266	-0.0006273934	[ocumpaugh, gwendolen, carew, child, bungalow, homewood, trevitt, dowsett, gwendolen ocumpaugh, shoe]								
177	-0.0006350466	[hetherwick, matherfield, riversreade, hannaford, baseverie, mapperley, penteney, granett, sellithwaite, madame listorelle]								
210	-0.0006350466	[apache, chiricahuas, geronimo, micky, apaches, chiricahua, scouts, che, general crook, general]								
173	-0.0006426998	[ogareff, irkutsk, strogoff, tomsk, tartars, grand duke, siberian, tartar, marfa, czar]								
571	-0.0006426998	[print, thumb, prints, thumb print, finger, finger print, hornby, thorndyke, prisoner thumb, finger prints]								
