topic_no	topic_zeta	topic_words	interpretable?_BC	category_BC	interpretable?_JR	category_JR	interpretable?_LV	category_LV	interpretable?_phi4	category_phi4
456	-0.0003582167	[véronique, françois, stéphane, vorski, honorine, hergemont, maguennoc, sarek, véronique hergemont, priory]							na	
306	-0.0003582167	[lucian, vrain, ferruci, denzil, wrent, berwin, link, jorce, jersey street, clyne]							na	
166	-0.0003582167	[shoz, shoz dijiji, dijiji, geronimo, juh, ish nay, ish, apache, apaches, warriors]							na	
485	-0.0003582167	[jethro, romany, fawe, jethro fawe, fleda, druse, gorgio, ingolby, ry, rys]							na	
444	-0.0003756927	[drury, master drury, hayslope, dame coppins, coppins, captain stanhope, stanhope, mistress, grange, cavalier]							na	
632	-0.0003756927	[marryott, rumney, barnet, hazlehurst, mistress hazlehurst, master marryott, coach, bottle, puritan, mistress]							na	
624	-0.0003756927	[morrice, rosabelle, croxton, brookes, sellars, buckley, lettice, financier, deanery, deanery street]							na	
362	-0.0003756927	[lovel, herne, chaskin, mexton, catinka, drek, jimboy, drass, barnstead, gran jimboy]							na	
302	-0.0003816975	[beresford, fleming, bat, detective, doctor, neily, gorder, alcove, blue print, courtleigh fleming]							na	
354	-0.0003816975	[gubb, philo gubb, philo, deteckative, getz, medderbrook, detective gubb, detective, syrilla, gribble]							na	
224	-0.0003816975	[claudius, barker, duke, dr claudius, screw, countess, skeat, heidelberg, doctor, lindstrand]							na	
586	-0.0003877023	[wetzel, col, lightfoot, clarke, henge, champe, morson, miller, cross eyes, master cross eyes]							na	
355	-0.0003877023	[aymar, laurent, la rocheterie, rocheterie, de fresne, fresne, de la rocheterie, de, de la, la]							na	
257	-0.0003937071	[parkman, dr parkman, beason, hubers, dr, things, work, dr hubers, laboratory, understanding]							na	
161	-0.0003953223	[heart, woman, life, loved, dance, fanning, knew, girl, felt, mother]							na	
384	-0.0003991735	[crabingway, liston, bagg, girls, barrowfield, prior, sigglesthorne, chillington, chequertrees, inchmoor]							na	
526	-0.0003991735	[macwilliams, langham, kirkland, burke, mines, clayte, olancho, palms, alvarez, weimer]							na	
533	-0.0003991735	[katrine, dermott, ravenel, mcdermott, dulany, dermott mcdermott, de nemours, nemours, madame de nemours, rensselaer]							na	
301	-0.0003991735	[davey, conal, mcnab, schoolmaster, farrel, wirree, cattle, davey schoolmaster, davey davey, laughlin]							na	
374	-0.0003991735	[wyke, lemby, craver, vence, neddy, hedgerton, mellin, purse, sandal, maranatha]							na	
461	-0.0003991735	[theobald, barold, burmistone, slowbridge, bassett, eulogia, ladyship, poppleton, burnham, grandmamma]							na	
600	-0.0003991735	[aynesworth, wingrave, barrington, sir wingrave, sir wingrave seton, wingrave seton, lovell, seton, aynesworth declared, remarked]							na	
588	-0.0003991735	[underwood, walcott, britton, ophir, pines, camp, partner, furley, business, office]							na	
558	-0.0003991735	[heger, mountain girl, mountain, abbott, sawyer, cabin, girl, mountain road, redfords, packard]							na	
350	-0.0003991735	[ivar, hjalmar, hjorvard, starkad, champions, odin, hersir, ships, yngvi, ketil]							na	
613	-0.0003991735	[magee, baldpate, bland, baldpate inn, peters, cargan, professor, mayor, norton, hermit]							na	
458	-0.0003991735	[rodgers, parsons, baird, craige, potter, penfield, aunt, sah, mclean, inspector]							na	
31	-0.0003996295	[church, religion, god, priest, christ, monsignor, people, holy, lord, bishop]							na	
212	-0.0004051783	[saduko, macumazahn, mameena, umbelazi, panda, masapo, umbezi, cetewayo, nandie, zikali]							na	
431	-0.0004051783	[embury, hendricks, alvord, fifi, ames, fibsy, aunt, stone, driscoll, desternay]							na	
183	-0.0004111831	[rouletabille, koupriane, matrena, annouchka, gounsovski, trebassof, feodor, monsieur, matrena petrovna, nikolaievitch]							na	
517	-0.0004226543	[savine, thurston, musker, high maples, maples, vancouver, ranch, summers, cañon, rock]							na	
575	-0.0004226543	[calhoun, texas, polk, oregon, pakenham, zandt, england, mexico, ritz, war]							na	
568	-0.0004226543	[burnett, simpson, gorman, cheatham, louisville, fitchet, burnett burnett, fauntleroy, dulaney, linden]							na	
451	-0.0004226543	[sakr el, sakr, sakr el bahr, el bahr, bahr, asad, el, marzak, basha, thou]							na	
631	-0.0004226543	[beatrix, ritherdon, desolada, zara, carmaux, spranger, madame carmaux, belize, morello, ortonello]							na	
623	-0.0004226543	[hora, marven, commandatore, captain marven, meriel, lynton hora, lynton, flurscheim, challys, name marven]							na	
629	-0.0004226543	[bones, bellingham, thorndyke, finger, adipocere, ligaments, bone, thigh, skeleton, jellicoe]							na	
428	-0.0004226543	[philippa, lessingham, griffiths, captain griffiths, cranston, felstead, hayter, dreymarsh, maderstrom, begged]							na	
504	-0.0004226543	[grimm, rodd, brodie, brinnen, poet, cresswell, letchowiski, ditchwater, declared, captain brinnen]							na	
400	-0.0004226543	[herrick, vayenne, lemasle, duke, dwarf, montvilliers, father bertrand, count, passey, bertrand]							na	
548	-0.0004226543	[wenner, merival, coroner, soul, leese, life, _times_, wenner wenner, la menken, menken]							na	
60	-0.0004237311	[tzin, cortes, hualpa, quetzal, montezuma, mualox, io, gods, guatamozin, palace]							na	
576	-0.0004286591	[brouillard, cortwright, railroad, niquoia, mirapolis, dam, massingale, plegg, reclamation service, government]							na	
357	-0.0004286591	[prioress, reverend mother, reverend, sub prioress, mother sub, mother sub prioress, bishop, sub, lay sister, sister]							na	
483	-0.0004286591	[peyrol, tartane, lieutenant, réal, toulon, scevola, escampobar, rover, sans culotte, culotte]							na	
443	-0.0004286591	[hunterleys, draconmeyer, selingman, drexley, grex, douaille, coulois, roche, declared, hunterleys remarked]							na	
465	-0.0004286591	[androvsky, domini, desert, tent, trevignac, priest, de trevignac, sand, anteoni, beni]							na	
442	-0.0004291975	[thou, thee, thy, tsamanni, ayoub, hath, shalt, tisio, asad, allah]							na	
408	-0.0004346639	[wolfenden, sabin, harcutt, deringham, blatherwick, lord wolfenden, ashbridge, densham, helène, watson]							na	
220	-0.0004346639	[loveman, grayson, cordova, gilmore, mordona, little lawyer, gardner, plan, uncle, grantham]							na	
-1	-0.0004364438	[little, time, came, eyes, old, face, room, hand, day, away]							na	
518	-0.0004406687	[washington, colonel washington, president, colonel, dad, _grandpère_, governor, war, confederate, army]							na	
481	-0.0004461351	[hanaud, calladine, carew, semiramis, wethermill, favart, hanaud looked, semiramis hotel, opera, clements]							na	
587	-0.0004461351	[ruddington, gibson, lord ruddington, sainte véronique, traxelby, grandpont, letter, lord, sainte, véronique]							na	
544	-0.0004461351	[maraton, foley, selingman, graveling, labour, henneford, sheffield, maraton admitted, maraton shook, parliament]							na	
523	-0.0004461351	[farnsworth, blaney, fairfield, chick, hamilton, reypen, billee, little billee, hartleys, lovely]							na	
497	-0.0004461351	[pollard, barrows, colwell, harrington, mill, barrows death, brother, mother, idiot boy, reparation]							na	
495	-0.0004461351	[flexen, loudwater, manley, lord loudwater, hutchings, colonel grey, roper, carrington, twitcher, lord]							na	
480	-0.0004461351	[medenham, devar, vanrenen, marigny, fitzroy, simmonds, bristol, chauffeur, count edouard, edouard]							na	
466	-0.0004461351	[carrados, carlyle, parkinson, creake, hollyer, manager, draycott, hutchins, wynn, exclaimed carlyle]							na	
445	-0.0004461351	[reynolds, sconda, curly, big draw, klota, samson, daddy, indian, frontier samson, grizzly]							na	
167	-0.0004466735	[lambert, dalrymple, blodgett, wandel, goodhue, planter, old planter, princeton, bailly, didn]							na	
62	-0.0004504423	[life, world, self, mind, sense, power, knew, success, years, felt]							na	
645	-0.0004521399	[czar, emperor, madame de, renoux, madame de salgues, salgues, de salgues, bonaparte, madame, wellington nephew]							na	
229	-0.0004521399	[ferdy, jerce, horran, osip, zara, barras, clarke, ackworth, dumps, baird]							na	
365	-0.0004521399	[thou, stafford, thy, thee, shrope, devereaux, lord shrope, lord stafford, lord, hath]							na	
515	-0.0004521399	[lubimoff, novoa, spadoni, casino, castro, duchess, villa, monaco, toledo, colonel]							na	
455	-0.0004521399	[winthrop, carew, senator carew, thornton, senator, colonel thornton, truxton, secretary, colonel, letter file]							na	
490	-0.0004581447	[copeland, binhart, ottenheim, doctor west, westville, chair, boy, figure, brown, _salon_]							na	
429	-0.0004581447	[murchison, pomfret, blankfield, rosemount, captain murchison, davidson, brother, quite, friend, course]							na	
527	-0.0004641495	[uncle, jervas, aunt, uncle jervas, peregrine, grandmother, exclaimed aunt, nephew, dear aunt, dear]							na	
394	-0.0004696159	[gebb, gilmar, ferris, alder, kirkstone, parge, prain, wedderburn, basson, grangebury]							na	
638	-0.0004696159	[bowring, johnstone, fan, caiwarn, mother, santon, crosby, maraquito, amalfi, liked]							na	
554	-0.0004696159	[phroso, constantine, vlacho, kortes, demetri, neopalia, stefanopoulos, lord, island, spiro]							na	
462	-0.0004696159	[hale, richards, ferguson, latimer, tuesday night, bonds, tuesday, mclane, detective ferguson, brother]							na	
405	-0.0004696159	[captain macdonnell, macdonnell, ranch, husband, ranch girls, professor, rainbow ranch, vive, rainbow, captain]							na	
423	-0.0004696159	[julien, kendricks, freudenberg, herr freudenberg, herr, sir julien, christophor, madame christophor, mademoiselle, carraby]							na	
273	-0.0004756207	[phillotson, arabella, christminster, marygreen, edlin, shaston, alfredston, melchester, school, fawley]							na	
298	-0.0004756207	[grizel, elspeth, corp, pym, sandys, gemmell, den, gavinia, glove, thrums]							na	
92	-0.0004761591	[rajah, scindia, holkar, bajee, abdool, peishwa, rao, poona, bombay, sufder]							na	
534	-0.0004876303	[train, station, car, engine, ticket, callahan, passenger, conductor, passengers, fireman]							na	
474	-0.0004876303	[richmond, sidenote, egremont, lukens, fanks, sands, blaney, fotheringay, readin, concerto]							na	
162	-0.0004876303	[westerham, melun, lord penshurst, penshurst, dunton, captain melun, premier, rookley, prime minister, mme]							na	
432	-0.0004930966	[cheyne, dangle, speedwell, french, blessington, price, sime, earlswood, flask, lodge]							na	
531	-0.0004930966	[gillett, crewe, marsland, westaway, lumsden, sergeant westaway, detective gillett, sergeant, staveley, farm]							na	
510	-0.0004930966	[keane, esmond, estrange, cousin, southleigh, elsinore gardens, elsinore, murchison, pomfret, blankfield]							na	
503	-0.0004930966	[mouraki, pasha, phroso, demetri, kortes, apafi, constantine, wheatley, neopalia, pavel]							na	
573	-0.0004930966	[landis, arrow, bow, stimson, mount, cross bow, gallery, japanese, library, shoot]							na	
452	-0.0004930966	[bowen, colville, veglione, wish, girl, going bowen, carnival, amsden, palazzo pinti, pinti]							na	
610	-0.0004930966	[pauly, dr lorry, st, chichester, lorry, lisle, sir algernon, vicar, algernon, seaton]							na	
430	-0.0004930966	[penn, leisler, drayton, quakers, dame drayton, quaker, governor, charter, andros, westland]							na	
436	-0.0004930966	[cunningham, hull, olson, uncle, cattleman, paradox, fire escape, dry valley, harriman, yore]							na	
321	-0.0004930966	[laverick, bellamy, morrison, streuss, behrling, document, mademoiselle idiale, idiale, declared, pocket book]							na	
307	-0.0004941735	[_q, _a, banfi, woman, quest, door, halliwell, saw, voice, apafi]							na	
269	-0.0004991014	[nixon, derwent, nixie, salter, pogram, captain salter, returned, girl, waitress, madama]							na	
382	-0.0004991014	[bassett, livingstone, norada, donaldson, ranch, carlysle, wasson, melis, jud, vyner]							na	
280	-0.0004991014	[byrd, orcutt, hickory, mansell, ferris, clemmens, hildreth, dare, district attorney, attorney]							na	
300	-0.0004991014	[granger, spurling, strangeways, keewatin, beorn, eyelids, forbidden river, huskies, river, père]							na	
412	-0.0004991014	[school, radway, harrington, lib, bible, aunt, meadow, church, bible school, superintendent]							na	
274	-0.0004996399	[gedge, uncle si, gedge antiques, antiques, si, roon, picture, hobbema, uncle, duponnet]							na	
216	-0.0005051062	[maryon, rooke, trenby, maryon rooke, mallow, lord st, trenby hall, st, mcbain, hallemeier]							na	
414	-0.0005051062	[parris, stevens, witch, witches, salem, goody, witchcraft, goody nurse, louder, nurse]							na	
507	-0.0005165774	[gascoyne, lord gascoyne, sibella, grahame, hammerton, gascoynes, gascoyne family, hallward, hibbert wyllie, grent]							na	
530	-0.0005165774	[underwood, selby, dr underwood, bussey, hadley, dr, watson, high ridge, ralston, dr pye]							na	
484	-0.0005165774	[bonaparte, sannie, tant sannie, tant, boer woman, lyndall, boy, boer, hottentot, bonaparte blenkins]							na	
453	-0.0005165774	[marlowe, manderson, cupples, bunner, murch, southampton, white gables, gables, car, saw manderson]							na	
279	-0.0005165774	[herriard, gastineau, hallamar, quickjohn, countess, campion, geof, dr hallamar, martindale, prosper]							na	
359	-0.0005165774	[school master, boy, daws, snowball, dolph, bluegrass, school, whizzer, mammy, rube]							na	
647	-0.0005165774	[fanshawe, gifford, erskine, sparling, rhodes, holidays, grumble, farnborough, week, staff room]							na	
386	-0.0005165774	[gerhardt, bass, brander, senator, mother, child, family, kane, cincinnati, neighbors]							na	
514	-0.000528587	[barker, claudius, mally, whitehall, westcott, screw, office, ford, leverage, silvaris]							na	
524	-0.0005345918	[compton, asaph, hetty, th, pilcher, cat tail, dunne, _yakutat_, brinn, egerton]							na	
512	-0.0005345918	[cyn, dish, la fleur, fleur, cook, dinner, potatoes, chicken, nattie, costanza]							na	
130	-0.0005345918	[hanaud, frobisher, harlowe, upcott, waberski, monsieur hanaud, monsieur, mademoiselle, crenelle, maison crenelle]							na	
206	-0.0005400582	[eaton, santoine, connery, latron, warden, blatchford, car, conductor, dorne, blind]							na	
388	-0.0005400582	[merriman, hilliard, coburn, syndicate, props, _girondin_, ferriby, smuggling, bordeaux, beamish]							na	
392	-0.0005400582	[kane, cincinnati, chicago, brien, married, social, stendahl, business, dodge, gerhardt]							na	
395	-0.0005400582	[warne, jimps, channing, father davy, davy, father, crofton, boarder, guest, village]							na	
583	-0.0005400582	[carew, raby, mistress, mistress carew, crabtree, henge, kimbolton, tis, wench, sir]							na	
411	-0.0005400582	[bathsheba, boldwood, liddy, oak, weatherbury, everdene, farmer, coggan, farmer boldwood, casterbridge]							na	
415	-0.0005400582	[archer, olenska, madame olenska, luyden, der luyden, der, newland, beaufort, mingott, countess olenska]							na	
303	-0.0005400582	[nash, trenholm, roberts, abbott, corbin, doctor roberts, sheriff, doctor nash, abbott lodge, sheriff trenholm]							na	
438	-0.0005400582	[hickey, socotra, de socotra, flivver, tripp, cab, estuban, de, stickney arms, stickney]							na	
284	-0.0005400582	[rand, rivers, fleming, goode, dunmore, collection, varcek, gresham, pistols, mckenna]							na	
285	-0.0005400582	[custer, pennington, crumb, ganado, custer pennington, penningtons, colonel, apache, jackknife, cañon]							na	
582	-0.0005400582	[keeban, scofield, fanneal, crewe, win scofield, old win, worth, kite, win, winton]							na	
454	-0.0005400582	[alexey, alexey alexandrovitch, alexandrovitch, seryozha, stepan arkadyevitch, arkadyevitch, stepan, vronsky, divorce, position]							na	
356	-0.0005400582	[silwood, eversleigh, bennet, thornton, williamson, westgate, silwood dead, ivydene, higginson, father]							na	
642	-0.0005400582	[ostrander, judge ostrander, reuther, judge, scoville, fentiman, etheridge, father, ferrier, black]							na	
608	-0.0005400582	[nanny, babbie, egyptian, gypsy, dishart, minister, thrums, lassie, th, ay]							na	
233	-0.0005400582	[tommasino, duke, bena, firmola, venusta, rilano, count, lord, wizard, syndic]							na	
227	-0.0005520678	[branwin, shawe, toat, badoura, madame, mellop, pink shop, shop, sanby, vail]							na	
147	-0.0005520678	[visconti, scala, mastino, giannotto, graziosa, carrara, ligozzi, tomaso, este, isotta]							na	
247	-0.0005520678	[durrance, feversham, ethne, sutch, adair, willoughby, captain willoughby, lieutenant sutch, trench, halfa]							na	
266	-0.0005520678	[ocumpaugh, gwendolen, carew, child, bungalow, homewood, trevitt, dowsett, gwendolen ocumpaugh, shoe]							na	
519	-0.0005580726	[pasmer, woman, wife, marriage, swinnerton, ramoo, mandeville, women, sandys, thode]							na	
104	-0.0005580726	[wint, kite, routt, hetty, gergue, hardiston, caretall, radabaugh, lutcher, congressman]							na	
372	-0.000563539	[farringdon, bateson, osierfield, hankey, tremaine, sedgehill, farquhar, willows, smallwood, thornley]							na	
552	-0.000563539	[stubbs, shears, lupin, danbury, holmlock, benker, arsène lupin, arsène, holmlock shears, destange]							na	
506	-0.000563539	[pikey, girlie, cass, montagu, jupp, trenchard simpson, trenchard, montagu jupp, minever, clavering park]							na	
409	-0.000563539	[mainwaring, hobson, lagrange, attorney, fair oaks, thornton, sutherland, oaks, merrick, carleton]							na	
648	-0.000563539	[sedgwick, schlager, dennett, macfarlane, sheriff, trenter, sailor smith, richardson, iry, gansett]							na	
513	-0.000563539	[horatio, sybert, currier, hortie, eleazer, borden, vont, pash, jewels, sheriff]							na	
399	-0.000563539	[darrow, sophy, viner, sophy viner, leath, givre, madame de, step mother, farlows, step]							na	
177	-0.0005695438	[hetherwick, matherfield, riversreade, hannaford, baseverie, mapperley, penteney, granett, sellithwaite, madame listorelle]							na	
351	-0.0005695438	[schuyler, carleton, fessenden, dupuy, schuyler carleton, maddy, benson, coroner, fairbanks, sisters]							na	
345	-0.0005755486	[carew, thou, master player, thee, player, attwood, master, master carew, shakspere, thy]							na	
470	-0.0005870198	[jellicoe, bellingham, testator, hurst, disappearance, remains, thorndyke, scarab, evidence, alive]							na	
472	-0.0005870198	[smith evered, evered, bindane, lord, barthampton, benifett, lord barthampton, smith, el hamrân, hamrân]							na	
403	-0.0005870198	[mazeroux, sauverand, fauville, weber, prefect, perenna, desmalions, monsieur préfet, préfet, levasseur]							na	
426	-0.0005870198	[moore, ivor, baron, denham, colonel baron, bitche, verdun, sir moore, coruña, wellesley]							na	
499	-0.0005870198	[florent, quenu, la normande, normande, saget, mademoiselle saget, gavard, shop, pork shop, madame lecœur]							na	
277	-0.0005870198	[birchill, holymead, rolfe, crewe, fewbanks, riversbrook, sir fewbanks, hill, chippenfield, inspector chippenfield]							na	
559	-0.0005870198	[weatherley, chetwode, fane, hastings, calvert, mandeville, sloane, reporter, weatherley continued, business]							na	
556	-0.0005870198	[vinsen, dr vinsen, inspector robson, robson, keziah, inspector, piers, dr, nat, olwen]							na	
571	-0.0005870198	[print, thumb, prints, thumb print, finger, finger print, hornby, thorndyke, prisoner thumb, finger prints]							na	
545	-0.0005870198	[cuba, cuban, quesada, manada, hathaway, spanish, truenos, quinta, havana, rozinante]							na	
550	-0.0005870198	[sutherland, sweetwater, webb, dr talbot, amabel, sutherlandtown, talbot, zabel, philemon, knapp]							na	
226	-0.0005875582	[richmond, hanky, vanderkief, father, mother, boller, daughter, macallister, girl, dear]							na	
191	-0.0005930246	[dawson, sheep, heth, baxter, vb, ramsey, supervisor, cañon, dugan, trail]							na	
253	-0.0005930246	[nat, prentiss, cooper, revere, pennington, nat brewster, gage, abdallah, brewster, boston]							na	
239	-0.0005990294	[pasmer, mavering, brinkley, munt, saintsbury, mother, cotton, boardman, class day, girl]							na	
179	-0.0006050342	[brinn, menendez, camber, abingdon, colonel menendez, knox, mcmurdoch, doctor mcmurdoch, wessex, cray folly]							na	
416	-0.0006105006	[maunders, hest, towton, corsoon, dimsdale, diabella, colonel, bedge, spider, colonel towton]							na	
391	-0.0006105006	[tyope, tehuas, queres, shotaye, rito, topanashka, hayoue, tehua, chayan, puye]							na	
421	-0.0006105006	[welwyn, tilly, dicky, carmyle, stillbottle, mainwaring, enquired, grandma, milroy, pumpherston]							na	
353	-0.0006105006	[garvington, greeby, lambert, pine, chaldea, silver, lord garvington, gypsy, jarwin, manor]							na	
294	-0.0006105006	[laurent, aymar, perrelet, oiseleur, rocheterie, la rocheterie, de courtomer, courtomer, de la rocheterie, arbelles]							na	
299	-0.0006105006	[barthorpe, herapath, tertius, burchill, selwood, halfpenny, barthorpe herapath, wynne, triffitt, raythwaite]							na	
333	-0.0006105006	[tavernake, pritchard, professor, dowling, declared, gardner, wenham, sister, wenham gardner, grier]							na	
312	-0.0006105006	[fan, tung, ainsleigh, hwei, forge, tidman, keong, lo keong, wharf, burgh]							na	
225	-0.0006105006	[granny, simmons, old simmons, befort, wyman, waloo, riverside, martingale, cabot, cousin]							na	
404	-0.0006105006	[stuyvesant, father mcgowan, mcgowan, pui, de pui, yuh, celie, madden, laing, twombly]							na	
528	-0.0006105006	[pertinax, thou, sir pertinax, thy, thee, rogue, fool, white lush, ye, sing]							na	
324	-0.0006105006	[forbes, finch, hephzibah, diggs, hephzibah diggs, phemie, doolittle, merceron, marland, letter]							na	
98	-0.000611039	[amherst, bessy, langhope, westmore, wyant, ansell, hanaford, gaines, lynbrook, tredegar]							na	
181	-0.0006121158	[sword, blade, swords, weapon, evander, steel, fencing, swordsman, hilt, weapons]							na	
349	-0.0006165054	[fu manchu, manchu, fu, smith, dr fu manchu, dr fu, petrie, nayland smith, nayland, karamaneh]							na	
437	-0.0006165054	[constantine, castriot, morsinia, kabilovitsch, amesa, turks, albanian, scanderbeg, albania, turkish]							na	
159	-0.0006165054	[erlend, lavrans, aashild, ragnfrid, ulvhild, arne, twas, eline, folk, jörundgaard]							na	
331	-0.0006165054	[stair, raincy, ferris, eben, mcclure, cairn ferris, bothy, whitefoot, cairn, blairmore]							na	
334	-0.0006225102	[mahommed, emir, mirza, sultan, constantinople, thou, corti, lord, allah, lord mahommed]							na	
440	-0.0006339814	[pesaro, cesare, cesena, lazzaro, biancomonte, messer, borgia, orsini, orca, cesare borgia]							na	
310	-0.0006339814	[mills, shep, shepherd, storrs, henderson, laconia, freemans, whitford, shepherd mills, deer trail]							na	
318	-0.0006339814	[aylmer, keys, sharston, sukey, aylmer court, franks, little mummy, court school, girl, mother]							na	
595	-0.0006339814	[giles, maman, toppie, ware, sir giles, _place_, felt, giles spoke, andré, cannes]							na	
612	-0.0006339814	[sir hervey, hervey, unwin, pogram, lakeman, chalkhill, winthrop, watkyns, coke, sir]							na	
126	-0.0006345198	[bunting, sleuth, chandler, lodger, avenger, bunting looked, bunting felt, stepmother, old aunt, bunting bunting]							na	
602	-0.0006399862	[farm, acres, farmer, land, farming, segerson, crockford, barn, kingston, burtons]							na	
599	-0.0006399862	[captain, powell, trenchard, roberts, masterson, cortlandt, durst speak, marryott, trenholm, fyne]							na	
170	-0.000645991	[powell, captain, mate, poop, _ferndale_, ship, smith, captain wife, deck, skylight]							na	
241	-0.0006574622	[devlin, skippy, lemon, frost, dowsett, kid, hah, conne, ain, yeah]							na	
276	-0.0006574622	[pollard, gleason, prescott, belknap, zizi, davenport, manning pollard, manning, doctor davenport, wise]							na	
327	-0.0006574622	[burnit, trimmer, applerod, sharpe, brightlight, jolter, biff, stock, _bulletin_, business]							na	
366	-0.0006574622	[ravenal, parthy, hawks, _cotton, _cotton blossom_, blossom_, show boat, schultzy, river, boat]							na	
265	-0.0006574622	[arkwright, greggory, aunt, calderwell, operetta, hartwell, henshaw, neilson, music, dear]							na	
592	-0.0006574622	[fitzpiers, rosamund, charmond, endicott, winterborne, grammer, melbury, bunyan, curlie, sir godfrey]							na	
252	-0.0006574622	[cartwright, lister, shillito, huxham, duveen, hyslop, montgomery, pence, durgo, mortimer]							na	
319	-0.0006574622	[jurgen, says jurgen, anaïtis, koshchei, chloris, cocaigne, says, pseudopolis, leukê, satan]							na	
387	-0.0006580006	[crooks, knebworth, slant face, wingfield, hughie, slant, jacky, gulden, gardner, ain]							na	
83	-0.0006580006	[wendover, armadale, inspector, stenness, sir, chief constable, fleetwood, constable, shandon, ardsley]							na	
427	-0.000663467	[hirst, vere, ridley, steel, venables, flushing, husband, happiness, hewet, people]							na	
341	-0.000663467	[arabian, garstin, tuyn, craven, portrait, studio, arab, domini, batouch, ay]							na	
193	-0.000663467	[ewen, ardroy, lochiel, windham, lachlan, captain windham, loch, guthrie, angus, loudoun]							na	
142	-0.0006694718	[veranilda, marcian, petronilla, totila, venantius, rome, heliodora, gothic, bessas, decius]							na	
120	-0.0006700102	[tchigorsky, ravenspur, mcvay, thurston, holland, lassa, geoff, savine, jessop, dacre]							na	
281	-0.000680943	[morley, giles, denham, ware, steel, parry, rickwell, asher, karacsay, benker]							na	
232	-0.000680943	[spargo, breton, marbury, aylmore, elphick, rathbury, cardlestone, myerst, maitland, _watchman_]							na	
222	-0.000680943	[mayo, captain mayo, candage, marston, captain candage, captain, fogg, schooner, skipper, wass]							na	
410	-0.000680943	[daney, laird, mckaye, port agnew, agnew, sawdust pile, sawdust, tyee, port, pile]							na	
184	-0.0006869478	[dr hartwell, hartwell, asbury, guardian, charon, dr, dr asbury, child, orphan, countenance]							na	
141	-0.0006869478	[skelton, bulstrode, shapleigh, deerchase, pryor, alabaster, boy, conyers, blairs, newington]							na	
498	-0.0006869478	[davy, mcchesney, kaintuckee, mill, ye, harrodstown, wrenn, dixon, reckon, danville]							na	
346	-0.0006869478	[hermann, falbe, ashbridge, music, mother, baireuth, piano, germany, singer, munich]							na	
435	-0.0006869478	[ustane, thou, billali, _she_, job, kallikrates, thee, amahagger, mother gutch, baboon]							na	
236	-0.0006929526	[hyde, rem, arenta, joris, ariens, moran, heemskirk, jacobus, mother, macintosh]							na	
337	-0.0007044238	[cytherea, manston, aldclyffe, springrove, graye, raunham, knapwater, carriford, rector, steward]							na	
323	-0.0007044238	[landis, ogden, barclay, mount, patterson, stimson, mclane, japanese, norcross, takasaki]							na	
261	-0.0007044238	[tropenell, pavely, godfrey, katty, godfrey pavely, st amant, amant, gillie, lord st amant, lord st]							na	
178	-0.0007044238	[siméon, essarès, ya bon, ya, bon, belval, masseron, old siméon, essarès bey, captain belval]							na	
146	-0.0007104286	[spaniards, cacama, aztecs, montezuma, malinche, mexicans, bathalda, cuitcatl, tezcuco, mexico]							na	
243	-0.0007104286	[rostóv, denísov, borís, emperor, berg, dólokhov, hussars, telyánin, regiment, horse]							na	
250	-0.0007164334	[hur, simonides, ilderim, arrius, sheik, malluch, thou, jerusalem, balthasar, nazarene]							na	
373	-0.0007279046	[wright, pluto, aunt, barrel, ballard, brewster, cat, returned, manning, island]							na	
434	-0.0007279046	[cortlandt, runnels, panama, locke, alfarez, colonel jolson, jolson, garavel, colon, cortlandts]							na	
244	-0.0007279046	[hale, judd, tolliver, bub, lonesome cove, red fox, lonesome, hon, mountaineer, thar]							na	
291	-0.0007279046	[prelice, shepworth, jadby, chent, agstone, rover, captain jadby, blexey, lord prelice, martaban]							na	
235	-0.0007279046	[muller, commissioner, graumann, thorne, amster, langen, detective, siders, bernauer, police]							na	
114	-0.000745919	[feathers, heriot, dakers, atkins, lawless, golf, looked, knew, laughed, heart]							na	
305	-0.0007513854	[godfrey, delahaye, archduchess, feurgéres, greatson, mabane, monsieur feurgéres, waldenburg, child, grooten]							na	
393	-0.0007513854	[woodruff, school, bonner, county, district, colonel woodruff, colonel, bronson, county superintendent, rural]							na	
223	-0.0007513854	[caliphronas, justinian, crispin, melnos, greek, roylands, andros, alcibiades, demarch, count]							na	
287	-0.0007513854	[kutúzov, moscow, army, russian, borodinó, french, battle, russians, smolénsk, russian army]							na	
185	-0.0007513854	[trevlyn, pendrill, fitzgerald, haddon, husband, lord trevlyn, sir fitzgerald, lord haddon, heart, happy]							na	
219	-0.0007513854	[hilliston, tait, larcher, bezel, paynton, jeringham, linton, horriston, captain larcher, bantry]							na	
413	-0.0007513854	[frink, ogden, lumbard, grimshaw, adèle, farrandale, grandpa, stanwood, colonel, ally]							na	
543	-0.0007573902	[bourgeois, gardeur, dantin, romara, repaire, du repaire, beaufoy, colossus, de, burgomaster]							na	
63	-0.0007639334	[ryder, rossmore, judge rossmore, stott, bagley, judge, ryder sr, senator, sr, father]							na	
363	-0.0007748662	[copplestone, greyle, chatfield, marston greyle, scarhaven, gilling, marston, sir cresswell, bassett, petherton]							na	
364	-0.0007748662	[arabella, christminster, alfredston, marygreen, wolverstone, levasseur, captain blood, blood, phillotson, cartlett]							na	
245	-0.000780871	[grison, sorley, peacock, fuller, bakche, inderwick, baldwin, latimer, jotty, belstone]							na	
